"blk_no","street","max_floor_lvl","year_completed","residential","commercial","market_hawker","miscellaneous","multistorey_carpark","precinct_pavilion","bldg_contract_town","total_dwelling_units","X1room_sold","X2room_sold","X3room_sold","X4room_sold","X5room_sold","exec_sold","multigen_sold","studio_apartment_sold","X1room_rental","X2room_rental","X3room_rental","other_room_rental","postal","address","dist_to_park_centroid","dist_to_park_boundary","park_area","park_length","park_name","diff_boundary_centroid","SVY21_X","SVY21_Y","longitude","latitude"
"118","ALKAFF CRES",1,2019,"N","N","N","N","N","Y","TP",0,0,0,0,0,0,0,0,0,0,0,0,0,"340118","118 ALKAFF CRESCENT ALKAFF LAKEVIEW SINGAPORE 340118",140.045973177462,140.045973177462,8339.933495165,1018.91509164771,"GREENWAY SOUTH",0,32514.0554771402,35499.0095941775,103.87388,1.337314618
"104","BISHAN ST 12",4,1985,"Y","N","N","N","N","N","BH",24,0,0,16,8,0,0,0,0,0,0,0,0,"570104","104 BISHAN STREET 12 BISHAN VIEW SINGAPORE 570104",489.501102503836,489.501102503836,6949.28219551,624.192048141408,"CLOVER WAY PG",0,29637.5420188086,36423.4278541251,103.8480329,1.345675021
"104","BT BATOK CTRL",8,1984,"Y","N","N","Y","N","N","BB",88,0,0,0,88,0,0,0,0,0,0,0,0,"650104","104 BUKIT BATOK CENTRAL SINGAPORE 650104",974.022159522591,974.022159522591,415385.63380295,3651.1147585029,"BUKIT BATOK TOWN PARK",0,18422.4362642336,36790.6989651215,103.7472582,1.348995003
"104","BT PURMEI RD",12,1983,"Y","N","N","N","N","N","BM",132,0,0,88,44,0,0,0,0,0,0,0,0,"90104","104 BUKIT PURMEI ROAD BUKIT PURMEI VILLE SINGAPORE 090104",156.680246796837,156.680246796837,546111.976896596,15075.331421433,"MOUNT FABER PARK",0,27143.8200711226,28320.8874700592,103.8256255,1.272398536
"104","C'WEALTH CRES",10,1964,"Y","N","N","Y","N","N","QT",99,0,0,0,0,0,0,0,0,0,99,0,0,"140104","104 COMMONWEALTH CRESCENT SINGAPORE 140104",590.247394506803,590.247394506803,2737.99468405,252.555928110791,"HOLLAND VILLAGE PK",0,24289.3816278252,32252.9761160943,103.7999769,1.307958753
"104","CANBERRA ST",1,2017,"N","N","N","N","N","Y","SB",0,0,0,0,0,0,0,0,0,0,0,0,0,"750104","104 CANBERRA STREET EASTBROOK @ CANBERRA SINGAPORE 750104",253.940182622844,253.940182622844,551.491298225,94.6699019185717,"PEBBLE GARDEN",0,27841.7898526718,47990.075893706,103.8318969,1.450279674
"104","CLEMENTI ST 14",4,1984,"Y","N","N","N","N","N","CL",16,0,0,0,0,0,16,0,0,0,0,0,0,"120104","104 CLEMENTI STREET 14 SUNSET WAY RESIDENCE SINGAPORE 120104",403.222782090162,403.222782090162,2945.47093535,363.537287736616,"CLEMENTI CRESCENT PG",0,20863.03886062,33910.66392941,103.7691892,1.322949685
"104","GANGSA RD",10,1986,"Y","N","N","N","N","N","BP",90,0,0,54,36,0,0,0,0,0,0,0,0,"670104","104 GANGSA ROAD SINGAPORE 670104",680.106600649998,680.106600649998,1294.15535009,162.059224459851,"CASHEW RD INTERIM PK",0,20727.3865438756,40086.7558679847,103.7679688,1.378803995
"104","HENDERSON CRES",12,1967,"Y","N","N","N","N","N","BM",96,0,0,0,96,0,0,0,0,0,0,0,0,"150104","104 HENDERSON CRESCENT SINGAPORE 150104",149.114404796254,149.114404796254,33337.51627641,1000.36000805292,"TIONG BAHRU PK",0,26688.9328570219,30197.4258203391,103.8215381,1.289369275
"104","HOUGANG AVE 1",4,1983,"Y","Y","N","N","N","N","HG",8,0,0,8,0,0,0,0,0,0,0,0,0,"530104","104 HOUGANG AVENUE 1 SINGAPORE 530104",423.905046979569,423.905046979569,8614.704395755,365.932319631882,"AROOZOO AVE PG",0,34343.4413712276,37430.7646546683,103.8903185,1.354784387
"104","JLN DUSUN",4,1980,"Y","N","N","N","N","N","KWN",24,0,0,0,24,0,0,0,0,0,0,0,0,"320104","104 JALAN DUSUN AH HOOD GARDENS SINGAPORE 320104",318.2805755247,318.2805755247,45692.560453355,985.39407879071,"TOA PAYOH TOWN PK",0,29204.5805693655,34516.0402733357,103.8441424,1.328425305
"104","JLN BT MERAH",12,1967,"Y","N","N","N","N","N","BM",216,0,0,0,0,0,0,0,0,0,216,0,0,"160104","104 JALAN BUKIT MERAH TIONG BAHRU ORCHID SINGAPORE 160104",175.396902446562,175.396902446562,754248.054094825,43075.7152539655,"RAIL CORRIDOR",0,27014.2124349876,29274.7748019047,103.8244609,1.281025155
"104","JLN RAJAH",25,1983,"Y","N","N","Y","N","N","KWN",144,0,0,0,48,96,0,0,0,0,0,0,0,"321104","104 JALAN RAJAH SINGAPORE 321104",471.932910192933,471.932910192933,45692.560453355,985.39407879071,"TOA PAYOH TOWN PK",0,30219.5327495288,34447.4531174167,103.8532623,1.32780497
"104","JURONG EAST ST 13",4,1982,"Y","Y","N","N","N","N","JE",20,0,0,20,0,0,0,0,0,0,0,0,0,"600104","104 JURONG EAST STREET 13 JURONG EAST VILLE SINGAPORE 600104",501.686527182534,501.686527182534,132949.90282651,1997.89344521579,"CHINESE GARDENS",0,17350.124301863,35418.4640540134,103.7376233,1.336584653
"104","LENGKONG TIGA",9,1988,"Y","N","N","N","N","N","BD",55,0,0,0,0,0,55,0,0,0,0,0,0,"410104","104 LENGKONG TIGA KEMBANGAN GARDENS SINGAPORE 410104",162.745005760729,162.745005760729,1487.86924182,260.656401916204,"LORONG MELAYU PARK",0,36513.303564614,34207.6278038939,103.9098152,1.325634967
"104","LOR 1 TOA PAYOH",10,1967,"Y","N","N","N","N","N","TP",160,0,0,0,0,0,0,0,0,0,160,0,0,"310104","104 LORONG 1 TOA PAYOH TOA PAYOH BLOOM SINGAPORE 310104",995.640743199624,995.640743199624,45692.560453355,985.39407879071,"TOA PAYOH TOWN PK",0,29757.1705349481,35807.9528413871,103.8491078,1.340108877
"104","PASIR RIS ST 12",11,1988,"Y","N","N","Y","N","N","PRC",130,0,0,0,78,52,0,0,0,0,0,0,0,"510104","104 PASIR RIS STREET 12 JUDE CHILD CARE AND CHILD DEVELOPMENT CENTRE SINGAPORE 510104",560.115475916564,560.115475916564,125511.425601585,2163.44685875366,"PASIR RIS TOWN PK",0,41953.7452519642,38887.1482698587,103.9587026,1.36795278
"104","POTONG PASIR AVE 1",16,1984,"Y","N","N","N","N","N","TP",174,0,0,122,48,0,4,0,0,0,0,0,0,"350104","104 POTONG PASIR AVENUE 1 SINGAPORE 350104",109.428805764674,109.428805764674,8339.933495165,1018.91509164771,"GREENWAY SOUTH",0,31988.6518980704,35169.9914431391,103.8691589,1.334339169
"104","RIVERVALE WALK",17,1997,"Y","N","N","N","N","N","SK",78,0,0,0,60,18,0,0,0,0,0,0,0,"540104","104 RIVERVALE WALK RIVERVALE COURT SINGAPORE 540104",378.394300491494,378.394300491494,155132.35682121,1826.14412753916,"PUNGGOL PK",0,35524.2829594956,40509.5423268309,103.9009299,1.382627459
"104","SERANGOON NTH AVE 1",4,1984,"Y","N","N","N","N","N","SGN",24,0,0,16,8,0,0,0,0,0,0,0,0,"550104","104 SERANGOON NORTH AVENUE 1 HWI YOH COURT SINGAPORE 550104",580.567910213863,580.567910213863,14859.51642734,570.886879545456,"TAVISTOCK AVE PK",0,32203.1446360406,39178.7769747403,103.8710868,1.370593162
"104","SPOTTISWOODE PK RD",25,1976,"Y","N","N","Y","N","N","BM",94,0,0,0,0,92,2,0,0,0,0,0,0,"80104","104 SPOTTISWOODE PARK ROAD SPOTTISWOODE PARK ESTATE SINGAPORE 080104",340.854841592222,340.854841592222,754248.054094825,43075.7152539655,"RAIL CORRIDOR",0,28173.6402905111,28545.2437750013,103.8348788,1.274427547
"104","TAMPINES ST 11",11,1982,"Y","N","N","N","N","N","TAP",119,0,0,78,40,0,1,0,0,0,0,0,0,"520104","104 TAMPINES STREET 11 SINGAPORE 520104",1102.37426516906,1102.37426516906,98774.75418758,1610.03711865,"SUN PLAZA PK",0,40611.6277763954,36592.9781489608,103.9466418,1.347205767
"104","TECK WHYE LANE",9,1988,"Y","N","N","N","N","N","CCK",80,0,0,0,52,28,0,0,0,0,0,0,0,"680104","104 TECK WHYE LANE SINGAPORE 680104",458.812735593947,458.812735593947,4356.19236895,739.834656495973,"PAVILION PARK PLAYGROUND",0,19047.1159265494,39896.3557675126,103.7528704,1.377081621
"104","TOWNER RD",11,1982,"Y","N","N","Y","N","N","KWN",90,0,0,0,40,50,0,0,0,0,0,0,0,"322104","104 TOWNER ROAD SINGAPORE 322104",587.783392454764,587.783392454764,3701.20168189,366.125435141559,"BENG WAN RD PG",0,31078.4105615186,33564.9162574113,103.8609797,1.319823545
"104","WHAMPOA DR",19,1997,"Y","N","N","N","N","N","KWN",112,0,0,0,65,47,0,0,0,0,0,0,0,"323104","104 WHAMPOA DRIVE WHAMPOA VIEW SINGAPORE 323104",609.144259447691,609.144259447691,3714.950019395,373.797979542078,"PEK KIO PARK",0,30226.8284792674,33672.8342643302,103.8533278,1.320799591
"104","WOODLANDS ST 13",13,1984,"Y","N","N","N","N","N","WL",111,0,0,0,111,0,0,0,0,0,0,0,0,"730104","104 WOODLANDS STREET 13 SINGAPORE 730104",81.2278024312892,81.2278024312892,61142.390623865,1029.55910103249,"WOODLANDS TOWN PK EAST",0,22241.9399167313,46462.6800618194,103.7815769,1.436465871
"104","YISHUN RING RD",1,1984,"N","N","Y","N","N","N","YS",0,0,0,0,0,0,0,0,0,0,0,0,0,"760104","104 YISHUN RING ROAD CHONG PANG MARKET & FOOD CENTRE SINGAPORE 760104",486.51227468119,486.51227468119,799.84541463,115.749945188483,"PLATINA RD PG",0,27467.960022171,45907.7370423401,103.8285377,1.431447752
"104A","ANG MO KIO ST 11",12,1994,"Y","N","N","N","N","N","AMK",60,0,0,0,0,0,60,0,0,0,0,0,0,"560104","104A ANG MO KIO STREET 11 KEBUN BARU HEIGHTS SINGAPORE 560104",94.2802582335288,94.2802582335288,4207.17912823,269.414299492836,"MAYFLOWER CRESCENT PG",0,28610.4270625409,39315.1770839569,103.8388037,1.371827009
"104A","BIDADARI PK DR",17,2020,"Y","N","N","N","N","N","TP",290,0,40,94,156,0,0,0,0,0,0,0,0,"341104","104A BIDADARI PARK DRIVE ALKAFF COURTVIEW SINGAPORE 341104",91.9170560473018,91.9170560473018,8339.933495165,1018.91509164771,"GREENWAY SOUTH",0,32186.200280611,35278.6683999794,103.870934,1.335321978
"104A","CANBERRA ST",15,2017,"Y","N","N","N","N","N","SB",140,0,0,42,98,0,0,0,0,0,0,0,0,"751104","104A CANBERRA STREET EASTBROOK @ CANBERRA SINGAPORE 751104",293.199160373338,293.199160373338,551.491298225,94.6699019185717,"PEBBLE GARDEN",0,27882.4641839962,47998.1018460466,103.8322624,1.450352258
"104A","DEPOT RD",25,1998,"Y","N","N","N","N","N","BM",96,0,0,0,48,48,0,0,0,0,0,0,0,"101104","104A DEPOT ROAD DEPOT HEIGHTS SINGAPORE 101104",23.1264001478926,23.1264001478926,355293.61299993,5620.30971444892,"TELOK BLANGAH HILL PARK",0,25662.7726203065,29211.8056677771,103.8123177,1.280455613
"104A","EDGEFIELD PLAINS",17,2001,"Y","N","N","N","N","N","PG",92,0,0,0,32,60,0,0,0,0,0,0,0,"821104","104A EDGEFIELD PLAINS SINGAPORE 821104",558.433192769923,558.433192769923,999.982348285,180.168294217242,"ST ANNE'S WOOD PG",0,35983.2179053006,42077.315570177,103.9050542,1.396805705
"104A","HENDERSON CRES",5,1997,"N","N","N","N","Y","N","BM",0,0,0,0,0,0,0,0,0,0,0,0,0,"151104","104A HENDERSON CRESCENT MULTI STOREY CAR PARK SINGAPORE 151104",146.437994693409,146.437994693409,33337.51627641,1000.36000805292,"TIONG BAHRU PK",0,26683.2679473563,30160.3373865923,103.8214872,1.28903386
"104B","ANG MO KIO ST 11",12,1994,"Y","N","N","N","N","N","AMK",88,0,0,0,0,88,0,0,0,0,0,0,0,"561104","104B ANG MO KIO STREET 11 KEBUN BARU HEIGHTS SINGAPORE 561104",145.874531277335,145.874531277335,4207.17912823,269.414299492836,"MAYFLOWER CRESCENT PG",0,28572.043975487,39280.2911669637,103.8384588,1.371511514
"104B","CANBERRA ST",15,2017,"Y","N","N","N","N","N","SB",168,0,70,28,70,0,0,0,0,0,0,0,0,"752104","104B CANBERRA STREET EASTBROOK @ CANBERRA SINGAPORE 752104",202.833184142731,202.833184142731,551.491298225,94.6699019185717,"PEBBLE GARDEN",0,27783.9332451191,47967.357531949,103.831377,1.450074217
"104B","DEPOT RD",20,1998,"Y","N","N","N","N","N","BM",76,0,0,0,38,38,0,0,0,0,0,0,0,"102104","104B DEPOT ROAD DEPOT HEIGHTS SINGAPORE 102104",24.2752864726802,24.2752864726802,355293.61299993,5620.30971444892,"TELOK BLANGAH HILL PARK",0,25638.6334428572,29215.7674313725,103.8121008,1.28049144
"104B","EDGEFIELD PLAINS",17,2001,"Y","N","N","N","N","N","PG",92,0,0,0,32,60,0,0,0,0,0,0,0,"822104","104B EDGEFIELD PLAINS SINGAPORE 822104",545.156131923196,545.156131923196,999.982348285,180.168294217242,"ST ANNE'S WOOD PG",0,36010.9957374247,42055.5504999362,103.9053038,1.396608862
"104C","ANG MO KIO ST 11",5,1994,"N","N","N","N","Y","N","AMK",0,0,0,0,0,0,0,0,0,0,0,0,0,"562104","104C ANG MO KIO STREET 11 KEBUN BARU HEIGHTS SINGAPORE 562104",120.793004965744,120.793004965744,4207.17912823,269.414299492836,"MAYFLOWER CRESCENT PG",0,28557.7433941523,39326.9144957279,103.8383303,1.371933159
"104C","CANBERRA ST",15,2017,"Y","N","N","N","N","N","SB",137,0,0,42,95,0,0,0,0,0,0,0,0,"753104","104C CANBERRA STREET EASTBROOK @ CANBERRA SINGAPORE 753104",258.669833088861,258.669833088861,551.491298225,94.6699019185717,"PEBBLE GARDEN",0,27828.3355653016,47927.0836546769,103.831776,1.449709995
"104C","DEPOT RD",7,1997,"N","Y","N","Y","Y","N","BM",0,0,0,0,0,0,0,0,0,0,0,0,0,"103104","104C DEPOT ROAD APPLELAND PLAYHOUSE SINGAPORE 103104",23.5574212767696,23.5574212767696,355293.61299993,5620.30971444892,"TELOK BLANGAH HILL PARK",0,25579.7266997903,29221.8901223514,103.8115715,1.280546807
"104D","CANBERRA ST",15,2017,"Y","N","N","N","N","N","SB",167,0,70,27,70,0,0,0,0,0,0,0,0,"754104","104D CANBERRA STREET EASTBROOK @ CANBERRA SINGAPORE 754104",315.257237256909,315.257237256909,551.491298225,94.6699019185717,"PEBBLE GARDEN",0,27894.1044739247,47943.2639452466,103.832367,1.449856324
"105","ALJUNIED CRES",12,1978,"Y","N","N","N","N","N","GL",88,0,0,0,12,76,0,0,0,0,0,0,0,"380105","105 ALJUNIED CRESCENT SINGAPORE 380105",570.576672251159,570.576672251159,2901.88001873,220.080586101397,"GEYLANG EAST PK",0,33501.3989112004,33525.7081019853,103.8827515,1.319468621
"105","ANG MO KIO AVE 4",10,1977,"Y","N","N","N","N","N","AMK",90,0,0,0,90,0,0,0,0,0,0,0,0,"560105","105 ANG MO KIO AVENUE 4 KEBUN BARU HEIGHTS SINGAPORE 560105",170.321414914602,170.321414914602,4207.17912823,269.414299492836,"MAYFLOWER CRESCENT PG",0,28476.5922600592,39368.9465167938,103.8376011,1.372313283
"105","BEDOK RESERVOIR RD",12,1985,"Y","N","N","N","N","N","BD",110,0,0,66,44,0,0,0,0,0,0,0,0,"470105","105 BEDOK RESERVOIR ROAD EUNOS VISTA SINGAPORE 470105",299.427584896954,299.427584896954,1050.713149055,163.269130481254,"JALAN SINGA PARK",0,36435.1215826154,34595.678523812,103.9091128,1.329144379
"105","BEDOK NTH AVE 4",14,1976,"Y","Y","N","Y","N","N","BD",155,0,0,128,26,0,1,0,0,0,0,0,0,"460105","105 BEDOK NORTH AVENUE 4 NKF DIALYSIS CENTRE SINGAPORE 460105",440.186234822238,440.186234822238,127790.563415315,3747.09625965482,"BEDOK TOWN PK",0,39480.1140204463,35098.2657424985,103.9364739,1.333688595
"105","BISHAN ST 12",9,1985,"Y","N","N","N","N","N","BH",116,0,0,64,50,0,0,0,0,0,0,2,0,"570105","105 BISHAN STREET 12 BISHAN VIEW SINGAPORE 570105",438.14360086587,438.14360086587,6949.28219551,624.192048141408,"CLOVER WAY PG",0,29563.2453435534,36447.7444939426,103.8473653,1.345894936
"105","BIDADARI PK DR",1,2019,"N","N","N","N","N","Y","TP",0,0,0,0,0,0,0,0,0,0,0,0,0,"340105","105 BIDADARI PARK DRIVE ALKAFF VISTA SINGAPORE 340105",44.647959618141,44.647959618141,8339.933495165,1018.91509164771,"GREENWAY SOUTH",0,32127.6979599587,35108.653956474,103.8704083,1.333784436
"105","BT BATOK CTRL",10,1984,"Y","Y","N","N","N","N","BB",81,0,0,0,81,0,0,0,0,0,0,0,0,"650105","105 BUKIT BATOK CENTRAL SINGAPORE 650105",1010.23575207136,1010.23575207136,415385.63380295,3651.1147585029,"BUKIT BATOK TOWN PARK",0,18411.0831358182,36743.9981190612,103.7471562,1.348572654
"105","BT PURMEI RD",13,1982,"Y","N","N","N","N","N","BM",144,0,0,96,48,0,0,0,0,0,0,0,0,"90105","105 BUKIT PURMEI ROAD BUKIT PURMEI VILLE SINGAPORE 090105",101.61700680184,101.61700680184,546111.976896596,15075.331421433,"MOUNT FABER PARK",0,27041.1530231903,28330.2288245663,103.824703,1.272483013
"105","CANBERRA ST",3,2017,"N","Y","N","Y","N","N","SB",0,0,0,0,0,0,0,0,0,0,0,0,0,"750105","105 CANBERRA STREET EASTBROOK @ CANBERRA SINGAPORE 750105",365.627594821999,365.627594821999,551.491298225,94.6699019185717,"PEBBLE GARDEN",0,27898.8006174014,47832.6140978381,103.8324092,1.448855647
"105","CLEMENTI ST 12",4,1984,"Y","Y","N","N","N","N","CL",42,0,0,41,0,0,0,0,0,0,0,1,0,"120105","105 CLEMENTI STREET 12 MOUNT PLEASANT ANIMAL MEDICAL CENTRE SINGAPORE 120105",335.439122972976,335.439122972976,2945.47093535,363.537287736616,"CLEMENTI CRESCENT PG",0,20940.8188289987,33884.356705595,103.7698881,1.32271179
"105","DEPOT RD",2,2016,"N","N","N","N","Y","N","BM",0,0,0,0,0,0,0,0,0,0,0,0,0,"100105","105 DEPOT ROAD DEPOT HEIGHTS SINGAPORE 100105",71.6479531355344,71.6479531355344,355293.61299993,5620.30971444892,"TELOK BLANGAH HILL PARK",0,25666.9575910021,29260.1674186473,103.8123553,1.28089298
"105","EDGEFIELD PLAINS",4,2001,"N","N","N","N","Y","N","PG",0,0,0,0,0,0,0,0,0,0,0,0,0,"820105","105 EDGEFIELD PLAINS MULTI STOREY CAR PARK SINGAPORE 820105",620.269731854083,620.269731854083,999.982348285,180.168294217242,"ST ANNE'S WOOD PG",0,36042.944048522,42124.1659363365,103.9055909,1.397229386
"105","GANGSA RD",4,1986,"Y","N","N","N","N","N","BP",40,0,0,24,16,0,0,0,0,0,0,0,0,"670105","105 GANGSA ROAD SINGAPORE 670105",626.921456778108,626.921456778108,1294.15535009,162.059224459851,"CASHEW RD INTERIM PK",0,20704.5154562052,40032.4007059953,103.7677633,1.378312421
"105","HENDERSON CRES",24,1974,"Y","N","N","Y","N","N","BM",270,0,0,264,0,6,0,0,0,0,0,0,0,"150105","105 HENDERSON CRESCENT HENDERSONVILLE SINGAPORE 150105",111.549076379685,111.549076379685,33337.51627641,1000.36000805292,"TIONG BAHRU PK",0,26780.0476074307,30290.8530811166,103.8223568,1.290214202
"105","HOUGANG AVE 1",4,2005,"N","N","Y","N","Y","N","HG",0,0,0,0,0,0,0,0,0,0,0,0,0,"530105","105 HOUGANG AVENUE 1 HOUGANG 105 HAINANESE VILLAGE CENTRE SINGAPORE 530105",416.683469734466,416.683469734466,8614.704395755,365.932319631882,"AROOZOO AVE PG",0,34322.5097967358,37353.1794701372,103.8901304,1.354082739
"105","JLN BT MERAH",12,1967,"Y","Y","N","Y","N","N","BM",324,0,0,0,0,0,0,0,0,306,18,0,0,"160105","105 JALAN BUKIT MERAH TIONG BAHRU ORCHID SINGAPORE 160105",156.709911301863,156.709911301863,754248.054094825,43075.7152539655,"RAIL CORRIDOR",0,27067.0314075296,29231.3455847266,103.8249355,1.280632398
"105","JLN RAJAH",9,1983,"Y","N","N","Y","N","N","KWN",72,0,0,0,0,0,72,0,0,0,0,0,0,"320105","105 JALAN RAJAH PCF SPARKLETOTS PRESCHOOL @ WHAMPOA 105 (CC) SINGAPORE 320105",502.341900960874,502.341900960874,45692.560453355,985.39407879071,"TOA PAYOH TOWN PK",0,30287.4410781787,34533.0530046332,103.8538725,1.3285791
"105","JURONG EAST ST 13",12,1982,"Y","N","N","N","N","N","JE",98,0,0,0,98,0,0,0,0,0,0,0,0,"600105","105 JURONG EAST STREET 13 JURONG EAST VILLE SINGAPORE 600105",606.307917839355,606.307917839355,132949.90282651,1997.89344521579,"CHINESE GARDENS",0,17450.766878475,35507.2314459256,103.7385276,1.337387468
"105","LENGKONG TIGA",4,1988,"Y","N","N","N","N","N","BD",8,0,0,0,0,0,8,0,0,0,0,0,0,"410105","105 LENGKONG TIGA KEMBANGAN GARDENS SINGAPORE 410105",169.493716297576,169.493716297576,1487.86924182,260.656401916204,"LORONG MELAYU PARK",0,36546.3566478363,34209.1047813055,103.9101122,1.325648315
"105","LOR 1 TOA PAYOH",10,1967,"Y","N","N","N","N","N","TP",160,0,0,0,0,0,0,0,0,0,160,0,0,"310105","105 LORONG 1 TOA PAYOH TOA PAYOH BLOOM SINGAPORE 310105",1030.04863306159,1030.04863306159,45692.560453355,985.39407879071,"TOA PAYOH TOWN PK",0,29757.3483743083,35842.6472615331,103.8491094,1.340422641
"105","PASIR RIS ST 12",11,1988,"Y","N","N","Y","N","N","PRC",120,0,0,0,68,52,0,0,0,0,0,0,0,"510105","105 PASIR RIS STREET 12 PASIR RIS FIRE POST SINGAPORE 510105",373.743006200299,373.743006200299,125511.425601585,2163.44685875366,"PASIR RIS TOWN PK",0,41776.6715297727,38945.3207470042,103.9571115,1.368478953
"105","POTONG PASIR AVE 1",16,1984,"Y","N","N","Y","N","N","TP",178,0,0,152,26,0,0,0,0,0,0,0,0,"350105","105 POTONG PASIR AVENUE 1 ASCENSION KINDERCARE SINGAPORE 350105",161.76970457317,161.76970457317,8339.933495165,1018.91509164771,"GREENWAY SOUTH",0,31936.9466634044,35178.3321338366,103.8686943,1.334414606
"105","RIVERVALE WALK",17,1997,"Y","N","N","N","N","N","SK",78,0,0,0,60,18,0,0,0,0,0,0,0,"540105","105 RIVERVALE WALK RIVERVALE COURT SINGAPORE 540105",324.667925030447,324.667925030447,155132.35682121,1826.14412753916,"PUNGGOL PK",0,35500.0237903671,40457.4245442144,103.9007119,1.382156131
"105","SERANGOON NTH AVE 1",13,1983,"Y","N","N","N","N","N","SGN",120,0,0,120,0,0,0,0,0,0,0,0,0,"550105","105 SERANGOON NORTH AVENUE 1 HWI YOH COURT SINGAPORE 550105",486.138350583828,486.138350583828,14859.51642734,570.886879545456,"TAVISTOCK AVE PK",0,32107.3486185411,39140.5493957234,103.870226,1.370247459
"105","SIMEI ST 1",4,1987,"Y","N","N","N","N","N","TAP",32,0,0,0,0,0,32,0,0,0,0,0,0,"520105","105 SIMEI STREET 1 SINGAPORE 520105",284.769461478563,284.769461478563,289.563798425,72.3343339155015,"SEA BREEZE AVENUE PARK",0,41068.0245874983,35898.4582923671,103.9507425,1.340924594
"105","SPOTTISWOODE PK RD",25,1976,"Y","N","N","N","N","N","BM",94,0,0,0,0,92,2,0,0,0,0,0,0,"80105","105 SPOTTISWOODE PARK ROAD SPOTTISWOODE PARK ESTATE SINGAPORE 080105",274.937050936359,274.937050936359,754248.054094825,43075.7152539655,"RAIL CORRIDOR",0,28129.5018592351,28475.9364468925,103.8344822,1.273800756
"105","TAMPINES ST 11",11,1982,"Y","N","N","N","N","N","TAP",119,0,0,78,40,0,1,0,0,0,0,0,0,"521105","105 TAMPINES STREET 11 SINGAPORE 521105",1024.90579725008,1024.90579725008,98774.75418758,1610.03711865,"SUN PLAZA PK",0,40671.2519153036,36691.1006359956,103.9471776,1.348093125
"105","TECK WHYE LANE",12,1987,"Y","N","N","N","N","N","CCK",132,0,0,65,66,0,0,0,0,0,0,1,0,"680105","105 TECK WHYE LANE SINGAPORE 680105",465.956993470453,465.956993470453,4114.13181885,260.687376342627,"PHOENIX PARK",0,19060.9065866143,39959.2060370997,103.7529943,1.37765002
"105","TOWNER RD",25,1984,"Y","N","N","Y","N","N","KWN",275,0,0,120,155,0,0,0,0,0,0,0,0,"321105","105 TOWNER ROAD NEIGHBOURHOOD POLICE POST KALLANG SINGAPORE 321105",537.095128863036,537.095128863036,3701.20168189,366.125435141559,"BENG WAN RD PG",0,31088.9600528824,33638.1221412706,103.8610745,1.320485592
"105","WOODLANDS ST 13",13,1984,"Y","Y","N","N","N","N","WL",111,0,0,0,111,0,0,0,0,0,0,0,0,"730105","105 WOODLANDS STREET 13 SINGAPORE 730105",78.4510553811886,78.4510553811886,61142.390623865,1029.55910103249,"WOODLANDS TOWN PK EAST",0,22242.1856920714,46504.5759358498,103.7815791,1.436844762
"105","YISHUN RING RD",1,1984,"N","N","Y","N","N","N","YS",0,0,0,0,0,0,0,0,0,0,0,0,0,"760105","105 YISHUN RING ROAD CHONG PANG MARKET & FOOD CENTRE SINGAPORE 760105",490.497204295541,490.497204295541,799.84541463,115.749945188483,"PLATINA RD PG",0,27420.8420279948,45937.6603905298,103.8281143,1.431718367
"105A","BIDADARI PK DR",17,2019,"Y","Y","N","N","N","N","TP",64,0,0,0,28,36,0,0,0,0,0,0,0,"341105","105A BIDADARI PARK DRIVE ALKAFF VISTA SINGAPORE 341105",20.966581148839,20.966581148839,8339.933495165,1018.91509164771,"GREENWAY SOUTH",0,32130.1793461199,35133.2631014937,103.8704306,1.334006992
"105A","DEPOT RD",21,2016,"Y","N","N","N","N","N","BM",160,0,0,80,80,0,0,0,0,0,0,0,0,"101105","105A DEPOT ROAD DEPOT HEIGHTS SINGAPORE 101105",79.0209230080478,79.0209230080478,355293.61299993,5620.30971444892,"TELOK BLANGAH HILL PARK",0,25561.2750015133,29279.8710808587,103.8114057,1.281071165
"105A","EDGEFIELD PLAINS",17,2001,"Y","N","N","N","N","N","PG",85,0,0,0,28,57,0,0,0,0,0,0,0,"821105","105A EDGEFIELD PLAINS SINGAPORE 821105",595.40300019947,595.40300019947,999.982348285,180.168294217242,"ST ANNE'S WOOD PG",0,36058.3693667855,42092.3148329662,103.9057295,1.396941332
"105A","JLN BT MERAH",1,2003,"N","N","N","N","N","Y","BM",0,0,0,0,0,0,0,0,0,0,0,0,0,"161105","105A JALAN BUKIT MERAH TIONG BAHRU ORCHID SINGAPORE 161105",129.829831929702,129.829831929702,754248.054094825,43075.7152539655,"RAIL CORRIDOR",0,26991.6756916503,29234.5291803581,103.8242584,1.280661187
"105B","BIDADARI PK DR",17,2019,"Y","N","N","N","N","N","TP",92,0,0,0,54,38,0,0,0,0,0,0,0,"342105","105B BIDADARI PARK DRIVE ALKAFF VISTA SINGAPORE 342105",80.083574112596,80.083574112596,8339.933495165,1018.91509164771,"GREENWAY SOUTH",0,32136.8353504659,35074.331976805,103.8704904,1.333474039
"105B","DEPOT RD",1,2017,"N","N","N","N","N","Y","BM",0,0,0,0,0,0,0,0,0,0,0,0,0,"102105","105B DEPOT ROAD DEPOT HEIGHTS SINGAPORE 102105",79.5712227864779,79.5712227864779,355293.61299993,5620.30971444892,"TELOK BLANGAH HILL PARK",0,25530.9257463719,29283.9518854398,103.811133,1.281108068
